"SpeciesId","CU","CU_Name","BroodYear","Escape","TR2","TR3","TR4","TR5","TR6","TR7","Total","Total.ER","Age2","Age3","Age4","Age5","Age6","Age7","CU_index_2"
"CM","CM_20","Douglas-Gardner",1984,114250.7651,NA,33518.09119,841209.2065,38113.90267,644.174204,0,913485.3745,0.155361274,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1985,213267.7973,NA,244450.9506,254009.6556,68394.21013,257.4265384,0,567112.2429,0.321103788,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1986,292682.9485,NA,73813.86378,455812.4082,27331.8687,199.3515129,0,557157.4922,0.316248261,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1987,99865.83584,NA,132456.6774,182152.9171,21165.84176,196.2947301,0,335971.731,0.399608872,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1988,570249.3932,NA,52932.67526,141059.5032,20841.29251,492.3825796,0,215325.8536,0.52992224,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1989,353221.3954,NA,40991.1463,138896.5486,52277.96674,547.8711546,0,232713.5328,0.035714434,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1990,453759.8296,NA,40362.60312,348405.8938,58169.38126,184.7620242,0,447122.6402,0.309682644,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1991,194211.6106,NA,101244.9118,387669.1566,19616.82512,114.8810587,0,508645.7746,0.260653624,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1992,144020.4233,NA,112654.6085,130736.1001,12197.32057,1769.9428,0,257357.972,0.292004296,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1993,183786.8966,NA,37991.2199,81288.89933,187920.9677,206.947261,0,307408.0342,0.082445267,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1994,384346.3538,NA,23622.12463,1252397.077,21972.30868,167.2266921,0,1298158.737,0.235026903,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1995,516271.4269,NA,363939.9731,146434.1925,17755.03807,247.584108,0,528376.7877,0.076523752,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1996,158785.605,NA,42553.00261,118328.2422,26286.86371,1253.601663,0,188421.7102,0.157782052,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1997,105816.15,NA,34385.56196,175188.4937,133099.2378,1442.607285,0,344115.9008,0.097328766,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1998,1146392.294,NA,50908.85062,887038.3034,153166.6204,690.8738231,0,1091804.648,0.365253811,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",1999,162435.896,NA,257768.644,1020777.138,73352.4707,506.6669926,0,1352404.92,0.230783837,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2000,140225.2424,NA,296632.4428,488856.6774,53794.59243,447.5979724,0,839731.3106,0.178236824,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2001,167955.2866,NA,142059.1674,358513.4279,47523.02962,113.5558381,0,548209.1808,0.335190848,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2002,803495.0886,NA,104182.1078,316716.6714,12056.6173,23.01085474,0,432978.4074,0.371869702,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2003,663755.6376,NA,92036.19124,80351.18402,2443.142282,104.9079167,0,174935.4255,0.54909383,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2004,392040.7366,NA,23349.62952,16282.29297,11138.43748,24.22232158,0,50794.5823,0.443892779,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2005,147367.147,NA,4731.548306,74231.98548,2571.767919,262.2713912,0,81797.5731,0.714961096,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2006,365796.1141,NA,21571.42275,17139.51702,27846.26353,368.0633796,0,66925.26668,0.199102288,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2007,93832.8687,NA,4980.653083,185581.0955,39078.56596,45.2619283,0,229685.5764,0.190211504,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2008,21134.09201,NA,53928.88577,260438.6428,4805.615959,63.69555339,0,319236.8401,0.09992869,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2009,80213.91099,NA,75682.09348,32026.97098,6762.777888,759.7869299,0,115231.6293,0.250679689,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2010,23801.12466,NA,9306.868543,45070.45361,80669.21435,376.6731649,0,135423.2097,0.037041017,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2011,250210.5105,NA,13097.23568,537619.0293,39992.69674,72.95202061,0,590781.9137,0.065066536,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2012,358414.8183,NA,156229.2492,266530.8566,7745.569127,63.43474582,0,430569.1097,0.045690114,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2013,46185.64112,NA,77452.45863,51620.25425,6735.087044,161.7498921,0,135969.5498,0,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2014,64995.46264,NA,15000.57314,44885.90831,17173.54722,17.64530947,NA,77077.67397,0,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2015,537687.7426,NA,13043.60779,114452.9032,1873.463725,NA,NA,129369.9748,0.306471371,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2016,313893.4469,NA,33259.40894,12485.67694,NA,NA,NA,45745.08587,0.183335563,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2017,40995.93452,NA,3628.271746,NA,NA,NA,NA,3628.271746,0.449281658,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2018,64729.33247,NA,NA,NA,NA,NA,NA,NA,0,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_20","Douglas-Gardner",2019,165050.9103,NA,NA,NA,NA,NA,NA,NA,0,NA,0.20151,0.69344,0.10405,0.00098,0,"CM-20"
"CM","CM_21","East HG",1954,202372.9746,NA,39275.3744,150023.8524,3222.219288,348.6964346,0,192870.1425,0.395273518,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1955,33683.04143,NA,47564.89926,19474.68171,30128.45318,405.5978079,0,97573.63195,0.567390659,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1956,90343.66152,NA,6174.42666,182092.5218,35044.90827,669.6241824,0,223981.4809,0.228449099,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1957,166952.9976,NA,57732.23604,211806.9483,57857.60571,645.5314014,0,328042.3214,0.092107414,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1958,209783.228,NA,67153.16264,349683.9771,55775.91473,866.0541333,0,473479.1086,0.058013314,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1959,28897.45731,NA,110866.9247,337102.5027,74829.76255,371.617034,0,523170.807,0.000406148,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1960,267299.0925,NA,106877.9819,452261.5247,32108.86404,764.091757,0,592012.4625,0.011128893,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1961,255754.6133,NA,143389.0246,194061.8721,66019.89708,892.824355,0,404363.6181,0.186574866,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1962,417343.6201,NA,61527.10552,399015.8233,77142.79272,694.9048716,0,538380.6264,0.196006829,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1963,372506.6732,NA,126507.5329,466241.1835,60041.93565,410.7575037,0,653201.4096,0.255599948,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1964,334432.4556,NA,147821.2603,362885.7882,35490.72198,794.5936756,0,546992.3641,0.501858081,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1965,237479.0515,NA,115052.5446,214501.3894,68655.35742,581.1214302,0,398790.4128,0.175635269,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1966,470797.1127,NA,68007.43227,414944.2089,50210.6935,474.8234902,0,533637.1582,0.205163163,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1967,345819.159,NA,131557.6103,303467.0167,41026.22187,698.4295456,0,476749.2783,0.500342131,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1968,232941.5073,NA,96213.88765,247957.2435,60346.47841,332.6257926,0,404850.2354,0.567574561,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1969,274504.2142,NA,78614.57445,364726.4057,28739.89988,86.92365879,0,472167.8037,0.137908783,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1970,292978.3384,NA,115636.1103,173700.2831,7510.47365,248.6299368,0,297095.497,0.524358086,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1971,226187.0295,NA,55071.48589,45392.34321,21482.39749,148.2243034,0,122094.4509,0.497899659,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1972,172969.0019,NA,14391.59306,129836.8659,12807.03942,278.5218444,0,157314.0202,0.530077983,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1973,227752.163,NA,41164.63714,77404.11005,24065.15099,29.31135895,0,142663.2095,0.57934155,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1974,164467.3336,NA,24540.88893,145446.698,2532.592302,276.3017519,0,172796.481,0.362157521,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1975,65806.2889,NA,46113.71746,15306.66431,23873.32811,223.2989653,0,85517.00885,0.023394622,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1976,158483.5252,NA,4852.961275,144287.3451,19293.723,156.6423633,0,168590.6717,0.177718701,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1977,67507.51528,NA,45746.14586,116608.7969,13534.38591,212.7806696,0,176102.1093,0.412480324,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1978,162149.9415,NA,36970.69226,81800.09928,18384.90964,568.865342,0,137724.5665,0.248987364,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1979,22369.51514,NA,25934.63253,111116.045,49151.72948,837.3252938,0,187039.7323,0.015512226,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1980,141491.695,NA,35229.22125,297066.7734,72347.50175,478.1437533,0,405121.6401,0.339402355,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1981,152026.6796,NA,94184.69748,437259.0575,41313.1029,579.8854442,0,573336.7434,0.121740594,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1982,109919.4608,NA,138632.5087,249691.1158,50103.90048,766.0923918,0,439193.6174,0.094778058,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1983,164353.9079,NA,79164.29677,302821.5733,66192.75813,505.6339631,0,448684.2621,0.003591156,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1984,285525.652,NA,96009.25053,400060.5734,43688.34227,706.0671819,0,540464.2334,0.352521478,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1985,277673.0665,NA,126838.7698,264046.7591,61006.39387,432.9183687,0,452324.8411,0.572211352,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1986,237694.4351,NA,83715.73785,368714.8505,37405.48944,247.4783871,0,490083.5561,0.358716246,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1987,317681.939,NA,116900.6424,226073.9993,21382.90002,232.9288478,0,364590.4706,0.293291968,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1988,299257.0921,NA,71676.51565,129235.5159,20125.77471,439.7776693,0,221477.5839,0.496089959,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1989,300716.7255,NA,40973.97978,121637.6111,37998.15428,274.3062477,0,200884.0514,0.23279565,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1990,331838.7695,NA,38565.07234,229655.9899,23700.91036,371.9918652,0,292293.9644,0.393723397,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1991,188974.9204,NA,72812.18187,143245.2742,32141.25061,238.7786465,0,248437.4854,0.436896965,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1992,121672.656,NA,45415.75844,194257.6124,20631.21546,335.5326095,0,260640.1189,0.365771985,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1993,122455.9795,NA,61589.16478,124692.4304,28991.05787,316.3351661,0,215588.9882,0.321817735,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1994,234904.1967,NA,39533.59947,175218.2499,27332.33923,340.6668922,0,242424.8555,0.310955433,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1995,192711.9225,NA,55552.75561,165193.1664,29434.67582,264.1541773,0,250444.752,0.093719585,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1996,213874.5899,NA,52374.31378,177899.4201,22823.74,184.3570393,0,253281.8309,0.258321897,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1997,153700.7248,NA,56402.8177,137943.7686,15929.01984,216.1799286,0,210491.7861,0.169632888,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1998,206880.8494,NA,43734.92185,96272.96086,18678.61616,261.5037582,0,158948.0026,0.204618901,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",1999,193473.7816,NA,30523.23756,112891.1697,22594.73557,247.0880365,0,166256.2309,0.211022975,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2000,205259.1847,NA,35792.0226,136559.6951,21349.17252,234.2294195,0,193935.1197,0.222747046,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2001,204575.1294,NA,43296.10285,129031.6711,20238.14813,20.18940342,0,192586.1115,0.000954974,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2002,137633.2188,NA,40909.35103,122316.7817,1744.427058,153.9395924,0,165124.4994,0.036940206,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2003,162870.0931,NA,38780.40264,10543.09427,13300.85811,241.6538784,0,62866.00891,0.028113195,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2004,202716.0916,NA,3342.676575,80388.68714,20879.64441,107.5567757,0,104718.5649,0,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2005,174060.0005,NA,25487.14585,126193.9032,9293.238926,38.76452848,0,161013.0525,0.091265591,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2006,165971.9932,NA,40009.6398,56167.14877,3349.375461,149.4990179,0,99675.66305,0.085922376,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2007,15650.70032,NA,17807.73344,20243.19737,12917.17871,108.6146812,NA,51076.72421,0,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2008,116925.028,NA,6418.083716,78069.77782,9384.645242,NA,0,93872.50678,0.020178735,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2009,187328.5879,NA,24751.93817,56719.59687,NA,236.3994492,NA,81707.93449,0,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2010,77496.95403,NA,17982.88651,NA,20425.64543,NA,NA,38408.53194,0.070527448,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2011,30050.02208,NA,NA,123449.9914,NA,NA,NA,123449.9914,0,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2012,115890.7115,NA,39139.68554,NA,NA,NA,NA,39139.68554,0,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2013,84197.42726,NA,NA,NA,NA,NA,NA,NA,0,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2015,103307.1867,NA,NA,NA,NA,NA,NA,NA,0.436266576,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2016,80110.85912,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2017,50206.69812,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2018,104656.0791,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_21","East HG",2019,29421.91768,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21358,0.67365,0.11146,0.00129,0,"CM-21"
"CM","CM_22","Skidegate",1954,394242.937,NA,6659.133783,63037.10847,8551.436029,192.3990243,0,78440.07731,0.395273518,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1955,13655.64599,NA,4502.472002,34745.5495,10174.19158,241.2487425,0,49663.46183,0.567390659,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1956,74573.1138,NA,2481.726519,41339.0074,12757.39799,211.5137211,0,56789.64563,0.228449099,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1957,111917.4045,NA,2952.669117,51834.89671,11184.98979,315.7710325,0,66288.32665,0.092107414,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1958,78512.93373,NA,3702.345758,45446.00637,16698.1875,2019.835381,0,67866.37501,0.058013314,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1959,45922.22458,NA,3246.01455,67846.81523,106810.2721,652.5426555,0,178555.6445,0.000406148,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1960,54050.52163,NA,4846.008857,433983.4366,34506.90054,513.9814631,0,473850.3274,0.011128893,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1961,55749.37235,NA,30997.58729,140205.834,27179.69021,684.089199,0,199067.2007,0.186574866,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1962,48311.24642,NA,10014.30519,110434.466,36175.10327,2024.805348,0,158648.6798,0.196006829,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1963,66778.40139,NA,7887.86325,146983.9495,107073.0874,296.3328227,0,262241.2329,0.255599948,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1964,285842.2364,NA,10498.43708,435051.2878,15670.28171,294.6169729,0,461514.6236,0.501858081,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1965,152821.9179,NA,31073.85935,63670.30601,15579.5464,605.4876966,0,110929.1995,0.175635269,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1966,116060.057,NA,4547.698604,63301.63715,32018.60223,638.8621364,0,100506.8001,0.205163163,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1967,97105.27038,NA,4521.366158,130095.5681,33783.46536,768.7865813,0,169169.1862,0.500342131,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1968,248743.5632,NA,9292.171981,137266.4268,40653.95859,543.0115626,0,187755.5689,0.567574561,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1969,72575.54655,NA,9804.355855,165182.0964,28714.82167,98.21951885,0,203799.4934,0.137908783,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1970,39810.27864,NA,11798.25316,116671.8963,5193.915125,261.5797175,0,133925.6443,0.524358086,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1971,86368.06214,NA,8333.376311,21103.52395,13832.51381,1012.802698,0,44282.21677,0.497899659,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1972,85288.46136,NA,1507.334775,56203.22617,53557.6972,843.6767484,0,112111.9349,0.530077983,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1973,91874.0261,NA,4014.356914,217611.5933,44614.20169,157.2722434,0,266397.4241,0.57934155,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1974,98396.54587,NA,15543.06867,181273.0573,8316.66346,591.9540772,0,205724.7435,0.362157521,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1975,27250.4859,NA,12947.56192,33791.63931,31302.93521,490.713822,0,78532.85026,0.023394622,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1976,61105.71304,NA,2413.59278,127187.7239,25949.28148,692.1305596,0,156242.7287,0.177718701,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1977,169045.8844,NA,9084.47706,105435.1621,36600.3359,290.0306216,0,151410.0057,0.412480324,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1978,180003.3803,NA,7530.784279,148711.7226,15337.01702,878.7524745,0,172458.2764,0.248987364,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1979,43986.53431,NA,10621.84455,62316.21006,46469.03,1738.845551,0,121145.9302,0.015512226,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1980,111091.8947,NA,4450.981301,188809.4557,91951.33832,896.5541463,0,286108.3295,0.339402355,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1981,122435.8039,NA,13485.85474,373609.7383,47410.39454,815.4024479,0,435321.39,0.121740594,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1982,177991.98,NA,26685.35133,192634.337,43119.0374,769.9021301,0,263208.6279,0.094778058,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1983,82099.16946,NA,13759.04971,175198.0186,40712.94957,662.1612979,0,230332.1792,0.003591156,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1984,161640.1573,NA,12513.64779,165421.7841,35015.54091,774.3272223,0,213725.3,0.352521478,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1985,211323.4058,NA,11815.37303,142272.5032,40946.95147,1028.94224,0,196063.7699,0.572211352,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1986,163336.8207,NA,10161.91856,166372.5629,54411.16722,610.8762753,0,231556.525,0.358716246,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1987,163707.801,NA,11883.28311,221079.3482,32303.55394,663.9597309,0,265930.145,0.293291968,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1988,110216.3109,NA,15790.75563,131253.3624,35110.64327,366.6552862,0,182521.4166,0.496089959,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1989,144321.883,NA,9374.868292,142658.9159,19388.98153,381.4192843,0,171804.185,0.23279565,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1990,133368.3177,NA,10189.51837,78779.84646,20169.71181,683.5066667,0,109822.5833,0.393723397,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1991,164602.4143,NA,5626.908682,81952.05083,36144.29856,441.3570511,0,124164.6151,0.436896965,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1992,110066.7181,NA,5853.485721,146858.7861,23339.26179,839.0483458,0,176890.582,0.365771985,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1993,127922.0779,NA,10489.4972,94830.32708,44369.4486,862.5309194,0,150551.8038,0.321817735,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1994,71773.24801,NA,6773.326108,180278.595,45611.22311,341.0814924,0,233004.2257,0.310955433,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1995,98202.50774,NA,12876.53172,185324.0794,18036.62187,273.9762813,0,216511.2093,0.093719585,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1996,144017.5932,NA,13236.90917,73285.04076,14488.05256,194.7605873,0,101204.7631,0.258321897,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
"CM","CM_22","Skidegate",1997,104116.017,NA,5234.43813,58866.76174,10299.07265,202.8812657,0,74603.15378,0.169632888,NA,0.05402,0.75631,0.18614,0.00352,0,"CM-22"
